temperature,visibility,traffic_density,vehicle_speed,risk_zone,label
41.51463200071657,6309,63,47,1,0
32.15855100456437,253,30,90,0,2
21.866042686704525,524,84,99,0,2
22.22233511144313,1473,23,99,0,2
35.40844876045838,2096,84,124,0,2
41.398859098340196,172,11,107,0,2
41.0480248492791,2849,70,13,1,0
37.295644105016834,1381,26,59,1,0
32.47110761540007,640,87,100,1,2
12.94489877482671,7961,98,70,0,1
15.657004993311482,770,57,30,0,0
41.44939659844778,1611,17,45,0,0
31.225017088085647,308,65,111,1,2
10.321896806582037,577,26,55,0,1
13.551504000311123,7823,78,104,0,2
33.22256191878195,1931,21,80,0,1
10.177155434617655,167,47,53,0,2
15.628281799612452,407,27,73,1,2
29.205682627830516,9397,35,107,0,2
34.21633191924427,7320,46,27,1,0
32.81864408259102,832,79,97,0,2
17.849425831119593,1263,50,22,1,0
34.92627274716375,1976,88,22,0,0
18.303718062388,616,51,34,0,0
21.38898943557437,977,99,14,0,1
36.12719917913084,817,85,48,0,1
32.73715146665251,1041,50,38,0,0
39.722819367296225,9141,56,117,0,2
33.01645123051202,6023,23,66,0,0
29.890801116741507,923,10,55,0,0
13.278616873983236,6892,26,42,0,0
22.870053107080174,1780,64,97,0,2
19.282082868860392,9542,62,19,1,0
18.539637518267924,742,40,67,1,1
44.055369416335594,2926,71,34,0,0
23.758420363336615,914,17,114,0,2
41.22162943119896,9742,39,83,0,1
32.0898519099042,315,86,48,0,1
37.8183956239577,607,89,25,1,1
27.592298258681723,903,75,69,0,1
30.191635961922568,6401,54,37,0,0
27.238119283660236,5654,27,85,0,1
16.83350457293156,1074,54,53,1,0
35.28582403415268,654,28,67,0,1
19.827032685429952,8695,86,41,1,1
10.851058825100884,578,77,72,1,2
32.59153035675087,491,92,124,0,2
16.198873779246714,283,59,102,0,2
42.916050452352,1109,34,54,0,0
43.38750019509056,884,47,62,0,0
42.0202536577157,1217,45,70,0,0
22.95555450894055,830,77,59,0,1
10.54098157851036,2295,65,36,0,0
42.49114969057039,491,48,35,0,0
24.986445191106,741,72,12,1,1
43.832918666528435,8275,16,99,1,2
43.726699198123846,2570,67,48,0,0
39.85533094135761,7743,89,74,0,1
20.305711222435498,2142,68,44,0,0
23.478420501067383,2117,57,62,1,0
39.78978350308999,9018,14,100,1,2
21.09227018046972,258,96,55,0,2
15.932246134013237,413,45,77,0,1
29.488044186042256,367,97,92,0,2
42.765417095627335,9728,34,31,0,0
34.36104288362405,974,54,69,0,0
29.952140953127774,8872,28,15,0,0
13.4011772819769,1808,16,61,1,0
31.52525293447094,429,67,82,0,2
44.65188475364921,1529,90,84,1,2
14.90294053327834,104,75,95,0,2
28.141537832730787,252,89,120,0,2
40.70805751747844,524,48,82,1,2
35.92690162139716,116,27,38,1,2
34.395550934834375,6778,10,52,1,0
34.58694293954882,711,72,83,1,2
22.58219029269143,2351,12,43,1,0
20.275714549257266,2172,30,40,0,0
38.327640441747974,5177,39,95,1,2
38.35396881377133,770,20,55,1,1
40.34753115030363,273,31,13,0,2
41.963419339476495,722,66,11,0,0
27.896983960132822,1143,98,14,1,1
27.553070314051986,130,12,55,1,2
37.94033126383713,303,39,88,0,1
32.74873757722178,9986,97,28,1,1
34.56884070401962,117,54,47,1,2
37.85274343026354,437,45,68,0,1
41.15018696361482,331,96,88,1,2
21.829830489803754,347,81,119,0,2
23.14540334239804,162,73,81,0,2
13.289367894430415,2817,63,29,0,0
30.23980493486609,189,77,85,1,2
11.257979582885973,2547,59,77,0,1
26.295930634636104,788,40,62,1,1
28.992562214765183,180,38,111,0,2
20.028943824489954,469,68,116,1,2
30.679164119915377,598,45,64,1,1
11.06750874786673,782,86,127,1,2
11.307186606222505,796,82,48,1,1
38.79101962308804,1801,94,45,1,1
22.606672449394203,242,76,67,0,2
14.447117942815968,5305,98,24,0,0
28.27851410191815,8826,98,10,0,0
36.94977435845138,5574,85,104,1,2
17.55373596238951,681,20,18,0,0
31.80116665366501,2940,20,32,0,0
12.98716127478188,1976,35,61,1,0
11.80886024090127,203,62,35,1,2
28.59741210488518,1669,23,113,1,2
28.922229256353727,774,73,117,0,2
32.31004655243723,5000,89,112,0,2
35.413196680293154,9465,19,69,0,0
44.15482278118871,741,40,27,0,0
28.070512190541837,1477,45,106,0,2
21.303476552943607,1264,19,114,0,2
37.831516816904625,1488,35,112,0,2
19.479128794172595,1467,29,87,0,1
25.363999724697265,7169,53,67,0,0
12.745973346979309,7641,71,74,0,1
10.887276019541012,1296,82,86,1,2
43.692694513727375,175,88,125,1,2
39.25930421792721,832,18,88,1,1
34.359097213279426,1209,80,110,0,2
24.313353054499444,790,99,78,1,2
16.065301202479603,185,33,23,1,2
15.475296493488012,1276,21,87,0,1
18.758501435760834,6495,69,55,0,0
29.222933264714218,869,93,78,0,2
35.01085729450218,2884,87,84,1,2
33.106908185120595,5580,95,41,0,0
19.797686393108002,6641,25,60,1,0
43.420284823211794,6562,38,78,0,1
35.826392084351895,491,41,109,1,2
29.402391837899025,105,92,24,1,2
31.410226118202328,2344,44,62,1,0
24.686002184972647,1712,52,80,0,1
18.67058463254051,937,62,78,0,1
22.459043752794155,1440,29,103,1,2
36.52461386625292,2693,93,24,1,1
10.503772102041456,2490,17,39,0,0
14.062542417742069,1620,51,87,1,1
11.610092470761346,409,86,33,0,1
11.425508081163954,2709,79,97,0,2
39.94112044038525,1611,25,44,0,0
34.62802507830083,662,78,78,1,2
26.59608401805638,2166,62,21,0,0
13.424195622785051,9615,54,93,1,2
27.20655562908913,527,60,55,0,1
26.571511977319798,7461,15,78,1,1
16.062065446850532,1787,42,129,1,2
25.184807723329058,1125,88,45,0,0
23.947665703908072,5891,24,94,0,2
31.554753431827578,8418,23,57,0,0
32.228277780367534,458,48,112,1,2
11.585640342021557,5316,72,76,0,1
23.111441511926493,2283,14,102,0,2
31.905097049998272,562,99,63,0,1
27.60976905030307,6021,90,98,0,2
39.97714444159128,498,61,100,0,2
33.05427710666308,175,25,45,1,2
15.70270494785004,719,47,61,0,0
12.469906159015045,1169,62,31,0,0
32.48467473722104,462,96,47,1,1
10.927895868956764,8677,86,108,0,2
30.502145344571215,8517,62,71,0,1
42.908058449873515,702,55,74,1,1
30.141596225655764,6707,24,12,0,0
23.58594741722827,468,68,97,0,2
32.51508764548236,959,59,17,0,0
26.03885116720308,529,18,121,0,2
29.096587626057723,934,35,127,0,2
42.95126830717838,1695,12,48,1,0
23.513592323027098,8321,56,27,0,0
43.641669733837,2014,14,114,1,2
41.68727246846223,546,71,12,0,1
16.852689717625374,598,93,27,1,1
12.427645530630791,622,93,89,1,2
13.527230048209933,1793,14,105,1,2
10.637763897804241,1749,19,126,0,2
13.305503626457494,886,89,10,0,1
33.90523706957249,1839,72,126,0,2
12.491602696108014,2201,34,35,1,0
21.164147060281646,7760,53,61,1,0
39.570635883930905,661,34,121,0,2
10.814517750753906,406,39,21,1,1
38.50639689061275,1050,23,47,1,0
19.864917117068998,514,95,94,0,2
14.135768966757968,715,52,50,0,0
34.38580078774527,638,37,62,1,1
32.01299963729594,1360,28,22,0,0
40.71152047344685,1547,51,129,1,2
35.727486533136,158,29,85,1,2
38.121832563469695,7923,95,22,0,0
19.871210039995727,319,88,27,0,1
16.2103840322903,7408,20,28,0,0
36.27151630743004,2572,63,28,1,0
38.239215874354244,752,33,124,0,2
44.66767997002356,306,79,79,0,2
24.441618691899926,7072,26,57,1,0
23.02063300274741,6107,37,80,0,1
37.17445362596989,7295,59,80,0,1
21.928123908855625,1571,64,37,0,0
42.57650639612476,6545,82,128,0,2
40.044446314505414,476,19,101,0,2
25.014790958125644,224,30,28,0,2
36.28048737270241,5165,67,89,1,1
36.40900059296388,8419,43,90,0,1
13.60933540925764,425,52,95,0,2
41.58935173378484,1692,20,92,0,2
27.683833035675,346,42,57,0,1
38.92601131377096,369,67,38,0,1
21.20173603607141,622,55,57,0,1
41.343312997367015,182,70,28,1,2
23.62205875569571,6423,71,120,0,2
10.379317801810442,1909,10,108,0,2
41.68836917467423,2522,30,56,0,0
13.195033687514675,1381,71,98,0,2
21.175977315664518,1797,73,69,0,0
43.252168846778176,2732,96,57,0,1
43.271250142814466,176,82,29,0,2
30.070326084315013,1594,65,110,0,2
32.114302425942974,215,10,28,0,2
25.695593269241193,284,30,51,0,2
20.262377009432257,622,31,86,0,1
21.503259087947058,314,63,120,0,2
33.53814596269635,1151,13,85,1,1
36.333108530318796,2989,74,58,1,1
37.7052665304047,2038,60,24,1,0
37.63663499780939,1581,83,69,0,1
13.192213606704163,382,72,77,0,2
27.304710664590353,698,24,88,0,1
12.01455660058255,9795,45,90,1,1
29.233510881330744,1270,38,36,0,0
25.453567548068193,6710,61,84,0,1
41.06964639654049,7624,55,64,0,0
22.28202543932275,1960,78,96,0,2
14.097345574966205,1415,38,24,0,0
15.004708871849255,1534,56,61,0,0
36.65287211011153,490,34,40,0,0
31.637632216069136,8637,89,126,1,2
13.53929366429766,159,25,99,1,2
12.943738214024911,9251,98,16,0,0
34.5339196010692,237,50,22,0,2
12.546705222746773,6699,74,63,0,0
38.76510207516247,7976,78,22,0,0
34.718477950477364,614,29,125,0,2
12.847207322466492,784,78,29,0,0
12.969319992981717,1702,45,107,1,2
44.53238524754114,1569,67,19,0,0
23.09947785146421,1720,57,123,0,2
22.972475147341182,1267,91,61,0,1
38.44798485401259,8753,11,46,0,0
43.153700208435055,710,89,61,1,1
44.51003723380048,235,38,124,0,2
36.36823648406296,916,25,36,0,0
23.169085493582052,5813,44,43,0,0
12.922525084453406,1203,71,109,0,2
37.20014205746028,7008,90,71,0,1
29.544148740753176,325,13,25,0,0
24.84777032364417,612,77,68,0,1
41.722403478315755,590,60,30,0,0
13.891911880715297,1265,98,25,1,1
27.24187865018007,8794,42,90,0,1
10.397377566859667,2480,87,88,0,1
26.40312246979442,767,33,22,1,0
11.970614648864307,1021,84,42,0,0
14.158627069382518,1925,34,63,1,0
14.11341863719867,1362,37,78,0,1
32.72236057406222,126,16,36,1,2
36.11157077428982,497,45,61,0,1
30.417906778400585,627,19,74,1,2
43.67603919660897,2487,45,53,0,0
23.12047028332964,422,92,39,0,1
19.999923019865125,121,27,32,0,2
40.40096948663111,6719,15,88,1,1
17.82585434818084,740,16,109,0,2
43.7127888804214,691,21,92,1,2
10.425406614143572,1970,50,103,0,2
43.94575893476737,1855,72,25,0,0
11.510596918270164,300,34,64,0,1
41.19000897943249,737,90,27,0,1
28.469538818020496,1207,62,99,1,2
44.753767864175515,7255,42,26,0,0
12.58287976573896,113,96,84,1,2
29.384899954046226,7026,82,61,0,1
43.92558874666847,543,15,54,0,1
28.30842454595521,758,71,65,1,1
32.028952334734186,6298,75,102,0,2
34.3512041144616,1912,18,63,0,0
25.908937266872062,407,76,18,0,1
31.96453280294222,6353,25,122,0,2
30.45100091730851,722,98,26,1,1
41.540530367184616,224,97,36,1,2
11.590623311951026,6116,64,46,1,0
19.83371163572806,711,49,31,1,0
43.264401942679555,336,35,81,0,1
41.159232436182066,7702,47,76,0,1
25.947986347499953,5208,44,47,1,0
31.704640923053784,9105,96,108,0,2
19.70834140433964,276,77,105,0,2
16.584240590331646,2837,68,81,1,1
26.229444172899374,2130,23,53,0,0
22.36732798091185,2330,56,100,0,2
30.427963914780523,2451,80,105,1,2
12.720712293774469,2627,81,45,0,0
44.10381826831583,705,51,107,1,2
44.5173760567861,8171,60,34,0,0
34.43565999069108,2966,28,104,0,2
28.763372822044214,122,75,51,0,2
20.83346657002147,7756,56,120,1,2
38.48282568974321,489,74,22,0,1
33.96559103938577,346,51,65,0,1
15.691592877071194,701,47,88,0,1
41.88245145728449,1064,22,127,0,2
38.78880350231091,585,53,60,0,1
43.242996965217344,8562,33,59,0,0
35.4001827935926,5786,39,86,0,1
31.469531857752646,1433,79,61,0,0
24.63850627017166,1178,47,125,0,2
42.64549691739047,7443,32,42,0,0
40.31223613251429,5341,83,104,0,2
11.58265345371663,687,66,34,0,1
10.92284410740382,258,88,121,0,2
23.176217840731738,1656,32,67,1,0
38.36936657736415,1546,45,49,0,0
44.55466452602305,339,66,96,0,2
15.264591188623486,294,10,47,0,2
30.79457503732473,1210,81,12,1,1
23.331179982085754,237,12,125,1,2
43.94700392351111,1746,23,25,0,0
39.4741623097498,1335,90,11,1,1
39.341504664889825,5726,43,32,0,0
26.40426059282396,1531,79,107,0,2
24.518682581818283,2405,78,39,0,0
19.569247517574716,515,60,120,0,2
11.973142382782449,583,38,19,0,0
40.265283168926864,1816,91,74,0,1
38.45153531955272,538,57,31,0,0
44.99011856501457,622,88,61,1,2
44.88228929758669,8697,88,120,0,2
29.44010969609196,9852,25,65,0,0
36.91455953131786,7264,66,42,0,0
43.06680054588498,244,19,98,0,2
39.737658673709404,1176,28,95,0,2
18.65718356101192,2142,76,89,0,1
25.76904473585327,6783,45,39,0,0
14.520579530302324,2367,13,91,0,2
43.39178595405528,2374,84,33,1,1
31.216112205780803,1352,42,14,0,0
18.002498192621196,128,37,62,0,2
33.50952395420499,1743,89,110,0,2
31.634488416026354,2244,18,64,1,0
22.535695131149417,600,84,32,0,1
13.974515726987015,1372,15,115,0,2
33.50506184574799,7040,58,100,0,2
28.210769531632767,101,85,128,0,2
37.03114371074737,700,31,85,0,1
28.20572253891977,5069,57,19,0,0
39.826352511148905,1204,30,107,0,2
29.316739357106993,545,42,129,0,2
29.632829003738518,162,90,42,0,2
40.682876093042076,1954,65,89,1,1
24.121900317433898,5916,38,102,0,2
14.690532995772426,791,62,71,1,2
11.007393670966865,596,49,91,0,2
36.42980394857666,1350,83,36,0,0
31.710834297371264,290,27,16,0,2
34.642791883472825,6814,56,109,0,2
17.453745652811875,1551,22,36,0,0
14.773001645536942,1167,36,83,1,1
10.509063298375867,9319,71,19,0,0
22.270564558230895,8366,83,84,1,2
30.64711903991216,157,54,66,0,2
23.72854157849063,753,12,39,0,0
25.31162227083052,761,31,12,1,0
41.645554307281195,628,36,38,0,0
22.188941345815515,595,64,23,0,1
27.989632120593377,8169,76,86,0,1
37.42785544594001,357,42,92,0,2
23.878997381244456,1870,11,34,1,0
31.773034507975574,1028,84,19,0,0
40.18272980613608,731,55,88,0,1
43.23322182801748,1034,83,101,1,2
15.147571832516327,781,42,113,1,2
42.43056688065231,1021,67,58,0,0
27.224070257783836,312,16,47,0,0
19.038553590463543,2695,24,80,0,1
26.069751468339145,6119,35,23,0,0
44.3011401349917,9555,20,39,0,0
27.241633289750435,359,47,49,0,0
21.506306360062787,372,36,21,0,0
32.1690299010854,830,16,101,0,2
18.405096657236758,348,10,123,0,2
12.655216483803237,321,83,23,0,1
14.510790266872723,1688,30,10,0,0
14.481604363522035,1293,88,77,0,1
15.316594272930303,804,39,58,0,0
14.858951042729355,131,17,27,0,2
32.43061606811251,7587,97,124,0,2
16.365802953970068,7866,92,45,0,0
22.09835491633521,1179,12,73,0,1
41.387594346710415,136,64,105,1,2
26.588657409200533,278,24,37,1,2
33.364520848235955,356,45,101,0,2
16.031195492057044,5335,15,111,0,2
16.730115658303475,1083,51,41,1,0
11.43040156932676,2742,59,81,1,1
15.912727207525759,502,27,34,1,1
19.750661866118552,501,92,56,0,1
16.19536694968614,290,59,29,1,2
13.104588681496946,2431,39,42,0,0
14.222255488521029,506,86,39,0,1
26.127256881145403,1634,48,46,0,0
17.221680144202736,1670,21,89,0,1
22.749445136682642,7610,68,62,0,0
27.619604479919992,1049,85,98,0,2
34.163819002027786,233,53,111,1,2
11.375924894438462,6931,97,126,0,2
37.97936396181649,7001,13,115,1,2
31.97651363218177,1804,45,83,0,1
12.861566118210517,7263,57,78,0,1
40.575251843737206,891,23,17,0,0
42.23053401861346,391,90,106,0,2
12.137728594920231,7979,58,110,1,2
19.69071768515213,120,76,10,0,2
38.21704479275715,521,96,104,0,2
36.189089163428044,1884,86,16,1,1
16.458235677473205,439,18,71,0,1
17.32722631678486,1697,30,120,0,2
22.96652359769837,671,81,96,0,2
26.958304481685747,1373,90,67,0,1
31.63891700356036,1053,25,97,0,2
22.911977384942034,945,25,87,0,1
26.188715064660176,9490,37,96,0,2
36.16148283468148,8661,60,82,0,1
11.283912101170927,1879,65,17,1,0
18.835293052040726,6999,89,73,1,2
34.96723550595934,5642,66,17,0,0
41.33223931905198,7488,61,12,0,0
27.908710474048313,9309,55,67,0,0
28.623971984286047,427,87,41,0,1
13.751020396892162,5511,47,125,0,2
25.659432838820912,1942,93,77,1,2
28.64160432592581,552,57,58,1,1
18.48646762721554,8764,50,47,0,0
19.423513083228336,417,68,11,0,1
23.204945708661793,1568,76,18,0,0
10.702491922220423,2604,83,55,1,1
21.27277079541124,685,93,74,1,2
17.400680244879062,1706,75,58,0,0
21.462407326227012,1640,36,84,0,1
14.191674613673793,507,41,38,0,0
41.16845482589632,616,65,99,0,2
30.775735874391703,8547,19,100,0,2
33.76858117005713,118,49,111,0,2
37.62099335125684,1554,26,38,0,0
27.445476962517006,1814,67,42,0,0
13.042210083059828,1239,15,37,0,0
28.79872896364917,7515,48,104,0,2
30.53943913073077,6872,27,92,0,2
36.09038159645155,2943,82,121,0,2
25.10808411803878,718,81,35,1,1
14.46531059784473,8001,98,123,0,2
19.932156702955357,472,51,38,0,0
22.70788037395223,1676,13,20,0,0
32.60710344660605,752,29,114,0,2
29.977240663411916,1621,37,105,0,2
22.46338540642462,8214,49,94,0,2
44.52803370775429,768,74,111,1,2
31.20211867749105,2878,53,43,0,0
18.302937710759807,6485,32,113,1,2
13.562386541714131,9386,66,95,0,2
15.35006987145162,1114,56,57,0,0
18.608520493457785,334,22,36,0,0
15.623848064084449,518,25,81,1,2
16.5298458417957,405,99,49,1,1
19.978330904284647,1811,64,119,1,2
16.06807583531642,9182,74,40,0,0
41.38678986192488,1856,90,74,0,1
12.808181098157476,397,25,48,0,0
28.357898634958914,8214,46,107,0,2
24.363888944638155,159,61,120,0,2
44.383251591801226,1125,19,33,0,0
13.921361575881832,1325,47,101,0,2
23.92494596660096,9512,53,123,0,2
43.93146516463791,1476,83,77,0,1
40.29274940628931,1777,63,91,1,2
38.59752248322479,1894,60,102,0,2
19.026598946572896,1451,61,32,0,0
15.981065558652304,467,79,110,0,2
33.402512697355085,1348,68,70,0,0
42.528159619465505,2680,22,36,0,0
29.486701255487542,342,50,25,1,1
30.006444131446493,161,21,54,0,2
19.799268278109945,526,59,36,0,0
36.93225266171779,715,66,82,0,1
16.546531199513318,5451,59,14,0,0
21.328773274148528,1601,66,68,0,0
24.890275351574587,7768,63,81,0,1
27.766363253955927,204,75,91,0,2
18.484340634527808,902,17,44,1,0
14.019288865872124,2941,72,79,0,1
31.37170148545714,1638,18,116,0,2
20.10206936340895,761,69,96,0,2
30.34333774979143,1044,72,55,0,0
15.40269503459708,897,81,99,0,2
26.83990356491861,2063,12,65,1,0
28.640630139305504,9143,82,124,1,2
11.813823788784942,487,22,112,0,2
21.78114973678722,2119,18,33,0,0
14.704513692864099,1308,98,19,1,1
12.218123966546871,674,61,88,1,2
44.64860813364808,813,71,47,0,0
21.282384574115305,5790,17,93,0,2
38.34560560491222,8122,54,102,1,2
18.912422916731735,7273,62,79,0,1
33.85259527783752,1423,72,57,0,0
36.60797509613903,1529,90,18,0,0
30.84735592127455,9723,66,124,1,2
26.505166599255542,498,63,59,0,1
24.4144319951544,626,28,78,0,1
22.210389329004833,316,76,57,0,1
42.53352004867391,955,55,48,1,0
39.07167927257052,8686,19,92,0,2
43.77594187332794,8646,27,14,1,0
14.350402821994066,1822,21,93,1,2
35.58036163212755,2785,58,20,0,0
42.841915988736325,406,32,128,0,2
16.343157315798106,1061,71,123,0,2
12.327369357837213,689,20,69,1,1
35.939222725152064,694,82,36,0,1
30.106558961296916,7789,65,102,0,2
39.46400718653952,1420,97,16,0,0
14.892033181920132,1151,98,69,0,1
37.834355915096154,192,64,59,0,2
17.056956201671056,9747,34,76,0,1
15.727958000299658,6052,18,78,0,1
15.749302927584754,160,21,64,1,2
38.51011520809837,7088,20,86,0,1
33.281902724367,8565,47,25,0,0
28.307289866919177,759,37,127,1,2
22.559066944322588,2337,17,21,0,0
40.70201892845879,769,83,112,0,2
23.73557875979224,594,98,36,1,1
38.5809803815052,395,56,127,1,2
25.369721799957645,278,45,118,0,2
23.193055029871765,2805,59,42,1,0
26.193792498436224,548,18,88,0,1
20.548225595744974,767,69,94,0,2
36.16632830616879,8378,81,117,1,2
27.59521365323677,219,76,90,0,2
18.127444330138605,1519,62,64,0,0
41.4851100646099,6287,91,61,0,1
23.4361927480624,386,26,46,0,0
29.0243501389896,6574,62,122,0,2
41.72652388375914,1511,37,129,0,2
31.84832985698972,341,72,24,0,1
